Agency Code,Agency Name,Bureau Code,Bureau Name,Account Code,Account Name,Treasury Agency Code,Subfunction Code,Subfunction Title,BEA Category,On- or Off- Budget,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
005,Department of Agriculture,03,Office of the Secretary,9913,Office of the Secretary,12,352,Agricultural research and services,Discretionary,On-budget,"18,620","4,603","17,030","19,815","23,291","24,778","27,261","28,373","26,774","32,023","33,206","32,094","46,841","40,362","41,974","39,039","40,705","45,251","44,696","45,787","49,000","53,000","47,000","47,000","71,000","66,000","57,000","137,000","58,000","47,000","45,000","58,000","57,000","47,000","25,000","28,000","24,000","22,000","49,000","50,000","53,000","54,000","55,000","56,000","57,000","57,000"
005,Department of Agriculture,03,Office of the Secretary,9913,Office of the Secretary,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,000","12,000","13,000","13,000","13,000",0,0
005,Department of Agriculture,04,Executive Operations,0113,Common Computing Environment,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,000","59,000","132,000","118,000","125,000","109,000","108,000",0,0,0,"-3,000",0,0,0,0,0,0,0,0,0
005,Department of Agriculture,04,Executive Operations,0123,Office of the Chief Economist,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,000","13,000","12,000","11,000","15,000","17,000","17,000","17,000","17,000","18,000","18,000","18,000"
005,Department of Agriculture,04,Executive Operations,0123,Office of the Chief Economist,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","1,000","1,000","1,000",0,"1,000","1,000","1,000","1,000","1,000",0,0
005,Department of Agriculture,04,Executive Operations,0503,Office of Budget and Program Analysis,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000","8,000","9,000","10,000","10,000","10,000","11,000","11,000"
005,Department of Agriculture,04,Executive Operations,0705,Executive Operations,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,988,990,"1,025","1,709","1,467","1,438","1,507","1,649","1,571","1,616","1,701","1,790","6,401","7,135","8,568","8,259","8,412","9,000","22,000","22,000","23,000","24,000","25,000","26,000","28,000","29,000","31,000","35,000","34,000","34,000",0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,04,Executive Operations,0705,Executive Operations,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","1,000","2,000","2,000","2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,04,Executive Operations,0706,National Appeals Division,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000","15,000","14,000","13,000","13,000","13,000","13,000","14,000","14,000","15,000","15,000","15,000"
005,Department of Agriculture,04,Executive Operations,4609,Working Capital Fund,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,"6,000","5,964","5,708","5,708","4,708",0,"3,750",0,0,0,0,0,0,0,0,0,0,"16,000","14,000","8,000","14,000","60,000","5,000","3,000","2,000","7,000","2,000","7,000","4,000","11,000",0,0,0,0,0,0
005,Department of Agriculture,05,Departmental Management,9915,Departmental Administration,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,000","82,000","149,000","86,000","80,000",0,0,0,0,0,0,0,0
005,Department of Agriculture,05,Departmental Management,9915,Departmental Administration,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,07,Office of Civil Rights,3800,Office of Civil Rights,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,000","20,000","20,000","20,000","20,000",0,0,"23,000","21,000","21,000","21,000","24,000","24,000","26,000","27,000","27,000","27,000"
005,Department of Agriculture,08,Office of Inspector General,0900,Office of Inspector General,12,352,Agricultural research and services,Discretionary,On-budget,"24,148","6,044","27,670","29,694","32,037","35,840","38,641","41,787","42,917","44,868","46,188","44,360","45,276","48,651","50,360","51,624","55,418","62,620","62,616","65,357","63,000","64,000","63,000","63,000","65,000","65,000","69,000","71,000","74,000","77,000","77,000","80,000","80,000","84,000","108,000","89,000","89,000","86,000","82,000","90,000","95,000","99,000","101,000","103,000","104,000","105,000"
005,Department of Agriculture,10,Office of the General Counsel,2300,Office of the General Counsel,12,352,Agricultural research and services,Discretionary,On-budget,"8,483","2,121","9,285","9,983","10,556","11,448","12,469","13,944","13,868","15,248","15,843","15,034","17,607","18,669","20,769","21,455","23,057","24,479","24,478","25,914","26,000","28,000","28,000","29,000","29,000","29,000","32,000","33,000","35,000","35,000","36,000","39,000","39,000","39,000","42,000","44,000","41,000","39,000","44,000","45,000","48,000","53,000","54,000","55,000","56,000","56,000"
005,Department of Agriculture,12,Office of Chief Information Officer,0013,Office of the Chief Information Officer,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000","59,000","9,000","10,000","10,000","15,000","15,000","17,000","16,000","16,000","16,000",0,0,0,0,"41,000","44,000","45,000","53,000","55,000","55,000","55,000","57,000"
005,Department of Agriculture,13,Economic Research Service,1701,Economic Research Service,12,352,Agricultural research and services,Discretionary,On-budget,"25,782","6,517","29,222","33,080","35,227","36,492","39,567","39,360","38,966","44,329","47,147","44,115","44,977","48,186","49,336","50,689","54,399","58,930","58,925","55,219","54,000","53,000","53,000","72,000","63,000","64,000","66,000","67,000","69,000","71,000","74,000","75,000","75,000","77,000","80,000","82,000","82,000","78,000","71,000","78,000","85,000","86,000","88,000","89,000","90,000","91,000"
005,Department of Agriculture,13,Economic Research Service,1701,Economic Research Service,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,13,Economic Research Service,8227,Miscellaneous contributed funds,12,352,Agricultural research and services,Mandatory,On-budget,26,20,14,12,43,49,41,50,64,44,28,44,53,91,293,352,361,372,300,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,14,Office of Chief Financial Officer,0014,Office of the Chief Financial Officer,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","4,000","4,000","4,000","4,000","5,000","5,000","4,000","6,000","6,000","6,000","6,000","6,000","6,000",0,0,0,0,"6,000","6,000","6,000","9,000","9,000","9,000","9,000","10,000"
005,Department of Agriculture,15,National Agricultural Statistics Service,1801,National Agricultural Statistics Service,12,352,Agricultural research and services,Discretionary,On-budget,"31,415","7,936","37,505","40,368","43,311","49,089","53,787","51,446","51,830","54,430","58,287","56,200","57,889","61,176","63,588","66,879","76,474","82,641","81,050","81,873","81,000","81,000","100,000","118,000","104,000","99,000","101,000","115,000","138,000","128,000","128,000","139,000","147,000","162,000","152,000","162,000","157,000","159,000","166,000","161,000","172,000","180,000","185,000","187,000","189,000","192,000"
005,Department of Agriculture,15,National Agricultural Statistics Service,1801,National Agricultural Statistics Service,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,"1,000",0,"1,000",0,"1,000",0,0,0,0,0,"1,000",0,0,0,0,0,0
005,Department of Agriculture,15,National Agricultural Statistics Service,8218,Miscellaneous contributed funds,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,146,137,224,209,215,153,165,203,299,226,265,228,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,16,Hazardous Materials Management,0500,Hazardous Materials Management,12,304,Pollution control and abatement,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","5,000","19,927","24,757","26,350","16,000","15,802","16,000","16,000","16,000","16,000","16,000","16,000","16,000","17,000","16,000","16,000","16,000","12,000","12,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000"
005,Department of Agriculture,18,Agricultural Research Service,1400,Salaries and Expenses,12,352,Agricultural research and services,Discretionary,On-budget,"280,625","65,814","280,133","338,134","343,527","371,113","425,011","431,944","465,274","486,370","503,139","493,259","527,589","552,795","577,613","600,866","641,944","680,324","677,938","703,949","706,000","701,000","708,000","736,000","785,000","825,000","890,000","1,006,000","1,043,000","1,089,000","1,108,000","1,147,000","1,132,000","1,125,000","1,143,000","1,180,000","1,133,000","1,095,000","1,017,000","1,122,000","1,132,000","1,192,000","1,216,000","1,241,000","1,253,000","1,265,000"
005,Department of Agriculture,18,Agricultural Research Service,1400,Salaries and Expenses,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75,106,0,0,0,0,0,0,0,"18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,18,Agricultural Research Service,1401,Buildings and Facilities,12,352,Agricultural research and services,Discretionary,On-budget,"-12,600",0,0,0,"36,740",0,"-10,100","8,596","4,927","77,925","22,350","6,041","1,000","15,300","17,044","9,652","36,015","62,564","31,974","31,268","46,000","25,000","64,000","79,000","52,000","49,000","67,000","190,000","228,000","64,000","186,000","159,000",0,"52,000","223,000","71,000","-230,000",0,0,0,"43,000","206,000","210,000","215,000","217,000","219,000"
005,Department of Agriculture,18,Agricultural Research Service,8214,Miscellaneous Contributed Funds,12,352,Agricultural research and services,Mandatory,On-budget,796,324,847,"1,650","1,754",994,"2,447","1,421","1,743",732,"1,509","4,849","3,039","3,509","6,004","7,385","6,879","9,811","11,066","11,317","14,000","11,000","14,000","20,000","22,000","20,000","30,000","18,000","24,000","14,000","15,000","17,000","19,000","21,000","24,000","14,000","31,000","30,000","32,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000"
005,Department of Agriculture,19,Buildings and Facilities,0117,Agriculture Buildings and Facilities and Rental Payments,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,"51,002","58,697","61,137","59,764","60,953","62,713","64,164","64,851","66,537","69,192","68,275","127,452","127,000","128,000","136,000","123,000","129,000","132,000","174,000","179,000","196,000","155,000","163,000","186,000","186,000","195,000","268,000","277,000","202,000","230,000","252,000","203,000","56,000","125,000","127,000","130,000","132,000","133,000"
005,Department of Agriculture,20,National Institute of Food and Agriculture,0502,Extension Activities,12,352,Agricultural research and services,Discretionary,On-budget,"228,935","57,453","241,906","269,058","275,399","285,523","303,769","315,702","328,654","334,340","343,727","328,009","338,972","357,963","361,370","369,300","398,473","419,325","428,428","437,558","439,000","428,000","426,000","423,000","437,000","424,000","432,000","439,000","450,000","439,000","446,000","451,000","450,000","453,000","474,000","495,000","479,000","475,000","439,000","469,000","472,000",0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,0502,Extension Activities,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","10,000","6,000","5,000","5,000","5,000","5,000","5,000","24,000","25,000","25,000","24,000","5,000","60,000","24,000",0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,0520,National Institute of Food and Agriculture,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,503,000","1,533,000","1,563,000","1,579,000","1,595,000"
005,Department of Agriculture,20,National Institute of Food and Agriculture,0520,National Institute of Food and Agriculture,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,000","145,000","150,000","85,000","85,000"
005,Department of Agriculture,20,National Institute of Food and Agriculture,0601,Outreach for Socially Disadvantaged Farmers,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000","3,000","1,000","1,000","3,000","3,000","3,000","3,000","3,000","3,000","6,000","6,000","6,000","6,000","6,000",0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,0601,Outreach for Socially Disadvantaged Farmers,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000","22,000","22,000","22,000",0,0,0,0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,1003,Biomass Research and Development,12,271,Energy supply,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,000","14,000","14,000","12,000","14,000","2,000","20,000","28,000","30,000","40,000",0,"3,000","3,000","3,000","3,000",0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,1500,Research and Education Activities,12,352,Agricultural research and services,Discretionary,On-budget,"114,460","28,615","129,022","143,148","174,395","186,031","200,897","221,216","244,949","247,655","304,316","285,452","349,273","352,019","338,067","337,668","388,577","429,862","430,143","441,273","432,000","427,000","426,000","436,000","486,000","487,000","513,000","551,000","626,000","628,000","659,000","675,000","674,000","672,000","695,000","796,000","704,000","711,000","689,000","777,000","792,000","5,000","5,000","5,000","5,000","5,000"
005,Department of Agriculture,20,National Institute of Food and Agriculture,1500,Research and Education Activities,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,850","2,810","2,850","2,850","2,850","2,850",0,0,0,0,0,0,"28,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,1501,Buildings and Facilities,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,"30,200",0,0,"45,108","62,773","74,770","52,101","53,977","61,000","58,000","62,000",0,0,0,0,0,"-1,000",0,0,0,0,0,0,0,"-1,000",0,0,0,0,0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,1502,Integrated Activities,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,000","42,000","43,000","46,000","50,000","58,000","55,000","55,000","56,000","57,000","60,000","37,000","21,000","19,000","35,000","31,000",0,0,0,0,0
005,Department of Agriculture,20,National Institute of Food and Agriculture,1502,Integrated Activities,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120,000","120,000",0,0,"3,000",0,"3,000","3,000","33,000","68,000","70,000","70,000","70,000",0,"100,000","93,000",0,0,0,0,0
005,Department of Agriculture,32,Animal and Plant Health Inspection Service,1600,Salaries and Expenses,12,352,Agricultural research and services,Discretionary,On-budget,"105,491","28,168","134,427","157,955","182,838","189,680","217,464","212,224","202,424","195,907","220,568","221,002","229,403","244,581","243,200","264,048","302,234","344,304","343,798","356,056","352,000","344,000","327,000","317,000","314,000","542,000","764,000","808,000","1,059,000","927,000","977,000","938,000","895,000","969,000","906,000","944,000","863,000","835,000","758,000","862,000","871,000","856,000","873,000","891,000","899,000","908,000"
005,Department of Agriculture,32,Animal and Plant Health Inspection Service,1600,Salaries and Expenses,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,000","35,000","51,000","94,000","121,000","41,000","119,000","119,000","131,000","178,000","188,000","220,000","164,000","302,000","271,000","254,000","247,000","284,000","253,000","295,000","322,000","338,000","343,000","347,000"
005,Department of Agriculture,32,Animal and Plant Health Inspection Service,1601,Buildings and Facilities,12,352,Agricultural research and services,Discretionary,On-budget,0,0,0,0,0,0,"6,986","3,000","2,386","2,386","2,361","4,054","2,246","2,246","2,546","13,608","21,396","21,396","10,400","10,145",0,"6,000",0,"1,000","5,000","2,000","7,000","18,000","10,000","5,000","5,000","5,000","5,000",0,"5,000","5,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000"
005,Department of Agriculture,32,Animal and Plant Health Inspection Service,5222,Animal quarantine station,12,352,Agricultural research and services,Mandatory,On-budget,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,32,Animal and Plant Health Inspection Service,9971,Miscellaneous Trust Funds,12,352,Agricultural research and services,Mandatory,On-budget,"1,656",437,"1,174","1,035","1,968","1,904","1,249","3,759","3,295","4,094","5,103","5,013","5,086","5,039","5,579","5,906","9,380","7,244","5,618","8,145","7,000","7,000","11,000","14,000","13,000","17,000","9,000","15,000","15,000","16,000","15,000","16,000","17,000","17,000","17,000","18,000","9,000","10,000","13,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000"
005,Department of Agriculture,35,Food Safety and Inspection Service,3700,Salaries and Expenses,12,554,Consumer and occupational health and safety,Discretionary,On-budget,"228,304","65,216","244,354","269,040","279,531","291,300","311,106","318,250","328,077","338,808","364,635","355,911","372,973","392,009","404,954","421,298","448,876","473,414","493,655","518,304","531,000","545,000","574,000","589,000","617,000","649,000","695,000","730,000","754,000","774,000","817,000","830,000","890,000","928,000","972,000","1,019,000","1,007,000","1,004,000","974,000","1,011,000","1,016,000","1,012,000","1,032,000","1,052,000","1,064,000","1,074,000"
005,Department of Agriculture,35,Food Safety and Inspection Service,8137,"Expenses and Refunds, Inspection and Grading of Farm Products",12,352,Agricultural research and services,Mandatory,On-budget,0,0,"15,879","47,953","48,579","56,305","63,667",659,664,825,686,895,874,"1,043","1,116","1,359","1,621","1,906","2,097","2,240","3,000","4,000","4,000","4,000","4,000","3,000","3,000",0,"4,000","3,000","3,000","6,000","8,000","10,000","11,000","10,000","11,000","11,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000"
005,Department of Agriculture,37,"Grain Inspection, Packers and Stockyards Administration",2400,Salaries and Expenses,12,352,Agricultural research and services,Discretionary,On-budget,0,0,"8,522","17,460","22,680","23,971","25,062","14,783","14,382","15,874","16,029","15,535","15,907","16,422","17,677","17,747","20,393","23,406","23,393","22,948","23,000","23,000","23,000","24,000","27,000","26,000","32,000","33,000","38,000","36,000","37,000","38,000","38,000","39,000","40,000","42,000","40,000","38,000","37,000","39,000","43,000","44,000","45,000","46,000","46,000","47,000"
005,Department of Agriculture,37,"Grain Inspection, Packers and Stockyards Administration",4050,Limitation on Inspection and Weighing Services Expenses,12,352,Agricultural research and services,Discretionary,On-budget,0,0,"11,307",0,0,0,0,0,0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,37,"Grain Inspection, Packers and Stockyards Administration",4050,Limitation on Inspection and Weighing Services Expenses,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",0,0,0,0,0,0
005,Department of Agriculture,45,Agricultural Marketing Service,2500,Marketing Services,12,352,Agricultural research and services,Discretionary,On-budget,"52,282","14,234","49,615","43,039","47,997","49,555","52,882","41,433","35,341","33,473","33,759","32,862","33,832","34,806","35,770","35,576","50,347","58,486","56,139","56,956","54,000","47,000","39,000","47,000","49,000","52,000","65,000","71,000","76,000","75,000","75,000","75,000","75,000","76,000","87,000","91,000","87,000","82,000","74,000","80,000","81,000","83,000","85,000","87,000","87,000","88,000"
005,Department of Agriculture,45,Agricultural Marketing Service,2500,Marketing Services,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000","5,000","5,000","10,000","10,000",0,"34,000","28,000","30,000","30,000","30,000",0,0
005,Department of Agriculture,45,Agricultural Marketing Service,2501,Payments to States and Possessions,12,352,Agricultural research and services,Discretionary,On-budget,"1,600",400,"1,600","1,600","1,600","1,600","1,600","1,000","1,000","1,000",990,942,942,942,942,"1,236","1,250","1,250","1,250","1,300","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","3,000","10,000","11,000","8,000","12,000","2,000","2,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
005,Department of Agriculture,45,Agricultural Marketing Service,2501,Payments to States and Possessions,12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000","49,000","55,000","55,000","55,000","52,000","74,000","68,000","73,000","73,000","85,000","85,000","85,000"
005,Department of Agriculture,45,Agricultural Marketing Service,5070,Perishable Agricultural Commodities Act Fund,12,352,Agricultural research and services,Mandatory,On-budget,"1,675",443,"1,691","1,736","1,708","2,366","2,553","2,678","3,683","2,906","3,403","3,288","3,834","5,676","5,569","5,492","5,950","7,875","7,378","7,521","8,000","10,000","9,000","8,000","8,000","7,000","68,000","9,000","6,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","10,000","12,000","11,000","11,000","11,000","12,000","11,000","11,000","12,000","12,000"
005,Department of Agriculture,45,Agricultural Marketing Service,5209,"Funds for Strengthening Markets, Income, and Supply (section 32)",12,605,Food and nutrition assistance,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-292,000",0,0,0,0
005,Department of Agriculture,45,Agricultural Marketing Service,5209,"Funds for Strengthening Markets, Income, and Supply (section 32)",12,605,Food and nutrition assistance,Mandatory,On-budget,"238,155","164,507","83,747","364,600","223,192","311,163","383,012","462,701","475,433","355,947","487,263","376,723","434,285","366,742","405,873","581,020","375,276","422,155","626,954","523,015","476,000","588,000","423,000","513,000","733,000","730,000","738,000","888,000","1,227,000","1,147,000","748,000","1,177,000","1,177,000","541,000","1,012,000","1,053,000","992,000","842,000","743,000","770,000","919,000","1,137,000","1,322,000","1,352,000","1,384,000","1,415,000"
005,Department of Agriculture,45,Agricultural Marketing Service,8015,"Expenses and Refunds, Inspection and Grading of Farm Products",12,352,Agricultural research and services,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,000","119,000","162,000","130,000","126,000","127,000","125,000","145,000","144,000","210,000","154,000","156,000","158,000","148,000","153,000","176,000","168,000","170,000","170,000","170,000","159,000","156,000"
005,Department of Agriculture,45,Agricultural Marketing Service,9972,Miscellaneous trust funds,12,352,Agricultural research and services,Mandatory,On-budget,"43,941","11,614","31,459","1,536",653,247,208,"60,212","88,643","69,301","79,231","82,633","85,502","82,473","85,567","86,271","94,109","96,706","103,028","101,824","109,000","102,000","103,000","100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,47,Risk Management Agency,2707,RMA Salaries and Expenses,12,351,Farm income stabilization,Discretionary,On-budget,"12,000","3,110","12,000","11,986","12,000","12,000","57,739","117,600","236,191","200,000","200,502","209,608","209,568","200,000","201,992","321,885","391,899","322,870","309,948","319,216","69,000",0,"64,000","253,000","64,000","64,000","66,000","74,000","71,000","71,000","70,000","76,000","77,000","76,000","77,000","80,000","79,000","75,000","69,000","71,000","75,000","77,000","79,000","80,000","81,000","82,000"
005,Department of Agriculture,47,Risk Management Agency,2707,RMA Salaries and Expenses,12,351,Farm income stabilization,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,47,Risk Management Agency,4085,Federal Crop Insurance Corporation Fund,12,351,Farm income stabilization,Mandatory,On-budget,0,0,"90,000","50,000",0,0,0,"307,456","293,233","160,000","273,000","134,190","135,743","228,523","112,000","78,748","337,365","260,500","285,794","235,794","1,690,000","1,650,000","1,785,000","700,000","1,550,000","698,000","3,401,000","2,818,000","2,906,000","3,366,000","2,242,000","3,291,000","4,374,000","4,146,000","6,767,000","4,547,000","6,620,000","7,606,000","12,206,000","8,757,000","8,926,000","7,045,000","6,540,000","6,428,000","6,590,000","6,818,000"
005,Department of Agriculture,49,Farm Service Agency,0170,State Mediation Grants,12,351,Farm income stabilization,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,750","3,000","3,000","3,000","2,000","2,000","2,000","2,000","3,000","3,000","3,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000"
005,Department of Agriculture,49,Farm Service Agency,0171,Emergency Forest Restoration Program,12,453,Disaster relief and insurance,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,000",0,"28,000","35,000",0,"3,000",0,0,0,0,0
005,Department of Agriculture,49,Farm Service Agency,0600,Salaries and Expenses,12,351,Farm income stabilization,Discretionary,On-budget,"151,054","37,762","157,280","227,986","227,509","191,490","208,834","63,077","55,962","52,092","50,556",198,0,223,381,"11,108","46,899","719,191","724,714","730,701","721,000","795,000","747,000","700,000","797,000","873,000","877,000","938,000","971,000","983,000","1,000,000","1,020,000","1,090,000","1,146,000","1,220,000","1,254,000","1,209,000","1,199,000","1,115,000","1,178,000","1,200,000","1,185,000","1,209,000","1,233,000","1,245,000","1,258,000"
